"","x"
"1",2.67023333852066
"2",2.67025384438205
"3",2.67024956243094
"4",2.67024913484119
"5",2.67023453035779
"6",2.67024812748417
"7",2.67023899998138
"8",2.67024727833038
"9",2.67025413937476
"10",2.67026446986877
"11",2.67026335319528
"12",2.6702360948747
"13",2.67022421396115
"14",2.67022011250984
"15",2.67022315513857
"16",2.67021927951357
"17",2.67000357044831
"18",2.66955907804107
"19",2.66905987085003
"20",2.6690915963036
"21",2.66903572251281
"22",2.66899792423877
"23",2.66893876313663
"24",2.66891458895322
"25",2.66890770917772
"26",2.66891259726687
"27",2.66889697681993
"28",2.66886885480408
"29",2.66886836527158
"30",2.668838014328
"31",2.66880285885332
"32",2.66880975531028
"33",2.66881388331185
"34",2.66877753515903
"35",2.66874003693856
"36",2.66871125663236
"37",2.66872145146961
"38",2.66874715013951
"39",2.66875179193334
"40",2.66870524601979
"41",2.66875145507934
"42",2.66871642996848
"43",2.66871291491785
"44",2.66880188422184
"45",2.66874097953301
"46",2.66875741969741
"47",2.66871896892663
"48",2.66871699050009
"49",2.66874674831704
"50",2.66875713723695
"51",2.66872501954255
"52",2.66869347697249
"53",2.66870102878809
"54",2.66873543415513
"55",2.66872980027083
"56",2.66869957532713
"57",2.66870013795562
"58",2.66873351725119
"59",2.66865748884362
"60",2.66873179634748
"61",2.6686644270831
"62",2.66866976592843
"63",2.66868340537705
"64",2.6687270846504
"65",2.66866928207969
"66",2.66865712613586
"67",2.66870727248579
"68",2.66867747514105
"69",2.66871078173587
"70",2.66871393428413
"71",2.66865499552122
"72",2.66868478889476
"73",2.66870236276233
"74",2.66865954628093
"75",2.66863816379214
"76",2.66865432565937
"77",2.66868432244916
"78",2.66868189072685
"79",2.66869931985776
"80",2.66869964659243
"81",2.66874893773235
"82",2.66871092751951
"83",2.66872547112081
"84",2.66869489254592
"85",2.66872117492104
"86",2.66873650948601
"87",2.66868470691396
"88",2.66869540098263
"89",2.66873138614916
"90",2.66872535684863
"91",2.66876464067333
"92",2.66874146681499
"93",2.66875315752538
"94",2.66874912295027
"95",2.66874460708963
"96",2.66874951221806
"97",2.66877856077797
"98",2.66875767250304
"99",2.66875544147353
"100",2.66878325965299
"101",2.66871359187188
"102",2.66848547637864
"103",2.66803096112803
"104",2.66788465192606
"105",2.6678366071974
"106",2.66778389734902
"107",2.66779328291672
"108",2.66778225951544
"109",2.66778515824169
"110",2.66777280936536
"111",2.66775773355469
"112",2.66773671472111
"113",2.6677248190298
"114",2.6677239975065
"115",2.66776340755326
"116",2.66776665142181
"117",2.66780423963952
"118",2.66781105613021
"119",2.66784945796282
"120",2.66784038809639
"121",2.6678213041373
"122",2.66787168454483
"123",2.66783350745589
"124",2.66785371434479
"125",2.66789082072644
"126",2.66791917867026
"127",2.66796431558751
"128",2.66798646112121
"129",2.66799088591989
"130",2.6680867876621
